zone,severity,latitude,longitude,population,daily_water_need_liters,daily_food_need_kg,daily_medical_cases,water_stock_liters,food_stock_kg,medical_kit_stock,primary_ngo,nearest_supply_route,conflict_risk,warehouse_lat,warehouse_long,restock_interval_days,next_restock_date,transit_time_hours,maintenance_type,maintenance_interval_days,next_maintenance_date,fallback_warehouse_lat,fallback_warehouse_long,fallback_transit_time_hours,fallback_trigger,route_priority,priority_index
Zone_850,Severe,35.22905406,44.15147077,24889,49778,12444.5,63,201135.1713,142757.4471,289.6409854,HopeBridge,R-09 Hill Corridor,Low,35.16202161,43.98374984,8,2026-04-05,3.363430348,Structural Check,58,2026-05-25,35.38506199,43.82868466,4.033504448,Route_Disruption,Primary,94
Zone_851,Critical,33.42953395,45.93978644,16667,33334,8333.5,53,163973.6706,50539.5706,507.9166298,GlobalRelief,SR Harbor Link,Low,33.07366961,46.34051225,4,2026-04-01,3.294126561,Routine Inspection,76,2026-06-12,32.82603973,46.07799912,3.184370912,Conflict_Risk_High,Fallback,61
Zone_852,Moderate,36.07973469,43.44239348,9529,19058,4764.5,96,180785.8477,46303.1279,650.7832431,HopeBridge,R-04 Pine Road,Medium,36.40248471,43.04126651,9,2026-04-06,8.114194732,Structural Check,51,2026-05-18,36.59000236,43.36390059,9.929461997,Route_Disruption,Primary,40
Zone_853,Critical,36.30684998,43.14955767,22519,45038,11259.5,61,307429.9445,77001.1606,224.6845456,HopeBridge,R-17 Mountain Pass,Low,36.73790901,42.76666491,9,2026-04-06,6.950020062,Routine Inspection,107,2026-07-13,36.00647688,43.28530208,4.952095943,Conflict_Risk_High,Primary,66
Zone_854,Moderate,36.23257169,47.50943452,17192,34384,8596.0,156,143048.2505,94343.87879,333.5558005,ReliefAid Intl,SR Coastal Highway,Medium,36.35600983,47.3087813,7,2026-04-04,6.525498858,Vehicle Maintenance,86,2026-06-22,36.39364333,47.21666615,9.464799299,Conflict_Risk_Medium,Fallback,48
Zone_855,Critical,36.59463267,42.6108221,13566,27132,6783.0,125,316704.0194,75139.44516,1072.873814,SolidarityAid,SR River Route,Low,36.43827998,43.07059708,10,2026-04-07,3.553037311,Generator Service,112,2026-07-18,37.26538971,42.91245345,9.97120393,Route_Disruption,Fallback,80
Zone_856,Critical,33.2612051,45.03574745,12226,24452,6113.0,114,223766.3698,17569.78947,485.5983245,SolidarityAid,SR Lake Access,High,32.91522143,45.16881606,10,2026-04-07,2.770727315,Structural Check,64,2026-05-31,33.39490874,45.46404856,7.198888548,Conflict_Risk_High,Fallback,63
Zone_857,Critical,35.77520964,43.3251167,10162,20324,5081.0,154,235176.0834,57745.22616,1069.411034,SolidarityAid,SR Ridge Road,Low,35.54036587,43.37931039,12,2026-04-09,7.660412038,Generator Service,117,2026-07-23,36.08980293,42.98899976,3.232374205,Conflict_Risk_Medium,Auto-Switch,89
Zone_858,Severe,34.30269749,42.23357978,21590,43180,10795.0,87,270783.9586,110706.4861,455.6492564,ReliefAid Intl,SR Harbor Link,Medium,34.05810791,42.43893612,4,2026-04-01,2.038217201,Structural Check,89,2026-06-25,34.22614495,41.95444856,3.571141413,Primary_Maintenance,Fallback,82
Zone_859,Severe,36.20999276,42.21611291,26259,52518,13129.5,166,354549.1969,130154.1402,463.201091,MedGlobal,R-17 Mountain Pass,Medium,36.32352065,42.13358747,8,2026-04-05,4.522626754,Routine Inspection,99,2026-07-05,35.59450495,42.44172889,6.371123386,Conflict_Risk_High,Fallback,41
Zone_860,Critical,35.64245339,43.05133063,6319,12638,3159.5,241,138759.5802,12666.79378,1546.058254,MedGlobal,SR Ridge Road,Low,36.08749085,43.30940413,13,2026-04-10,3.804481269,Vehicle Maintenance,89,2026-06-25,36.05909248,43.32514988,5.84320409,Conflict_Risk_High,Fallback,91
Zone_861,Moderate,35.88223723,47.20062213,6141,12282,3070.5,178,89050.55997,30862.1853,275.2142765,GlobalRelief,R-22 Desert Track,Low,35.43050912,47.09385283,6,2026-04-03,5.707445302,Structural Check,87,2026-06-23,35.23123561,47.48636169,7.24324114,Primary_Maintenance,Primary,95
Zone_862,Severe,35.28080919,43.69487246,9627,19254,4813.5,147,174687.4817,50548.13918,693.8520744,MedGlobal,R-04 Pine Road,High,34.78183149,44.02123565,10,2026-04-07,3.628304833,Structural Check,32,2026-04-29,35.56173015,43.95065037,6.071934668,Conflict_Risk_High,Fallback,77
Zone_863,Severe,32.88714385,47.70275502,28773,57546,14386.5,182,260207.4041,70371.61287,1077.355271,MedGlobal,SR Harbor Link,High,32.98732579,47.47005011,7,2026-04-04,4.022834836,Vehicle Maintenance,63,2026-05-30,32.21923405,47.55268583,9.538537945,Primary_Maintenance,Primary,69
Zone_864,Severe,34.72513459,45.48973376,19501,39002,9750.5,204,252236.2573,112351.1189,1004.582244,SolidarityAid,R-31 Eastern Bypass,Low,34.50919506,45.26728042,7,2026-04-04,7.525259057,Vehicle Maintenance,74,2026-06-10,35.23236193,45.3425289,6.743178008,Route_Disruption,Auto-Switch,53
Zone_865,Severe,36.9233487,44.61968514,7690,15380,3845.0,104,49746.58936,9607.122629,804.757156,RescueFront,SR Lake Access,Medium,37.30389704,44.64206844,4,2026-04-01,5.920727352,Vehicle Maintenance,79,2026-06-15,36.44403915,44.27642981,7.85608243,Primary_Maintenance,Fallback,79
Zone_866,Severe,36.68694033,45.48053301,12323,24646,6161.5,208,100057.8396,21559.65864,1757.875515,HopeBridge,SR River Route,Low,36.51419064,45.41129417,4,2026-04-01,2.946936428,Vehicle Maintenance,31,2026-04-28,36.70692043,45.00010019,9.275396908,Conflict_Risk_Medium,Fallback,97
Zone_867,Critical,32.21586868,45.10019031,8255,16510,4127.5,178,33175.75786,30443.66147,1413.531405,MedGlobal,R-22 Desert Track,Low,32.00560628,45.24830616,13,2026-04-10,6.722065033,Vehicle Maintenance,44,2026-05-11,32.35187967,45.36979864,4.028103131,Primary_Maintenance,Primary,72
Zone_868,Critical,32.82407408,46.55265752,29665,59330,14832.5,102,141955.9551,115069.4183,137.6302861,MedGlobal,R-04 Pine Road,Medium,32.5935847,46.41694828,5,2026-04-02,3.34848481,Generator Service,66,2026-06-02,32.76463765,45.98312182,4.608142579,Route_Disruption,Auto-Switch,46
Zone_869,Moderate,32.65864387,43.6949764,10213,20426,5106.5,114,240471.9937,43157.589,313.1761185,ReliefAid Intl,SR Lake Access,High,32.30349669,43.42552704,5,2026-04-02,4.814532046,Routine Inspection,44,2026-05-11,32.43571275,44.3078856,3.751230623,Primary_Maintenance,Fallback,84
Zone_870,Moderate,35.62989955,44.11830235,9108,18216,4554.0,200,80579.14911,9880.774149,1165.893517,GlobalRelief,R-22 Desert Track,Low,35.71143002,44.08811091,4,2026-04-01,6.202947039,Routine Inspection,89,2026-06-25,35.58483956,44.57566317,3.977468795,Primary_Maintenance,Auto-Switch,63
Zone_871,Severe,36.08892665,47.36456582,24404,48808,12202.0,51,421364.6911,141587.9538,480.0833166,RescueFront,R-31 Eastern Bypass,High,35.75714025,47.42552231,11,2026-04-08,3.767541993,Structural Check,114,2026-07-20,35.8249087,47.86507385,6.588087769,Route_Disruption,Auto-Switch,99
Zone_872,Severe,33.06755683,47.67873908,23241,46482,11620.5,85,482994.322,28422.35932,723.7419329,ReliefAid Intl,SR Ridge Road,Low,32.99218799,47.32133913,9,2026-04-06,4.496694295,Vehicle Maintenance,93,2026-06-29,32.98092812,48.24807542,5.248254813,Conflict_Risk_High,Fallback,89
Zone_873,Moderate,34.52926346,47.35534936,30380,60760,15190.0,206,456101.295,52111.11062,1768.058978,SolidarityAid,SR River Route,Medium,34.49023552,47.41206799,9,2026-04-06,6.771972382,Generator Service,110,2026-07-16,34.33174165,47.22739632,5.962209877,Conflict_Risk_High,Auto-Switch,80
Zone_874,Severe,36.20351514,44.51668796,30520,61040,15260.0,135,215559.4029,32658.61537,503.3979554,HopeBridge,SR River Route,Medium,35.72400719,44.33594467,13,2026-04-10,8.096421197,Generator Service,81,2026-06-17,36.29620189,45.00206898,9.877428823,Conflict_Risk_Medium,Auto-Switch,64
Zone_875,Critical,35.66400772,46.68219302,24173,48346,12086.5,157,448707.1728,92686.34454,763.8098786,GlobalRelief,SR Lake Access,Medium,35.180815,46.5746449,13,2026-04-10,5.44009287,Structural Check,52,2026-05-19,35.29710155,46.20347884,4.096930435,Conflict_Risk_Medium,Fallback,63
Zone_876,Critical,34.71118603,44.8580144,25259,50518,12629.5,149,404271.0074,142999.6461,780.2166754,ReliefAid Intl,R-17 Mountain Pass,Medium,34.73139872,44.63733253,12,2026-04-09,2.064811315,Vehicle Maintenance,66,2026-06-02,35.3953052,44.18831291,6.785684496,Primary_Maintenance,Primary,45
Zone_877,Moderate,34.95173845,44.98523911,28989,57978,14494.5,213,539920.4667,125514.712,514.6813253,MedGlobal,SR Lake Access,Low,35.14777318,45.41664944,8,2026-04-05,4.200014383,Routine Inspection,70,2026-06-06,34.95295639,45.38408707,3.692098085,Conflict_Risk_High,Fallback,47
Zone_878,Moderate,34.54180273,43.22808065,14802,29604,7401.0,79,287083.7902,75686.87924,101.0894406,MedGlobal,R-22 Desert Track,Medium,34.98394522,43.41141694,7,2026-04-04,4.591123176,Vehicle Maintenance,86,2026-06-22,34.11362964,42.63279596,5.229474193,Conflict_Risk_High,Auto-Switch,67
Zone_879,Critical,33.48774226,45.54678182,29519,59038,14759.5,235,693938.7729,31479.23922,2237.699632,GlobalRelief,R-17 Mountain Pass,Medium,33.16686154,45.30924213,9,2026-04-06,4.20462853,Generator Service,54,2026-05-21,33.45563571,46.23071635,6.692681466,Primary_Maintenance,Fallback,72
Zone_880,Critical,34.82510996,43.11681539,32499,64998,16249.5,36,502800.6608,120573.7759,113.9908778,MedGlobal,SR River Route,Low,34.42836877,43.26184672,11,2026-04-08,4.835747597,Vehicle Maintenance,66,2026-06-02,35.33809115,43.36153039,9.626422222,Route_Disruption,Primary,61
Zone_881,Critical,35.44442651,43.98938819,27439,54878,13719.5,115,297241.8098,90488.7427,363.3471154,ReliefAid Intl,SR Coastal Highway,High,34.99651442,44.3379606,4,2026-04-01,6.11233065,Routine Inspection,69,2026-06-05,34.77495602,44.34421779,5.738597549,Conflict_Risk_High,Auto-Switch,36
Zone_882,Moderate,36.36661458,47.13018121,25266,50532,12633.0,163,428746.1099,88300.62039,285.3170719,ReliefAid Intl,SR River Route,Low,36.30265616,47.03181142,10,2026-04-07,2.787332175,Routine Inspection,114,2026-07-20,36.61799035,46.77430661,3.454346874,Conflict_Risk_Medium,Auto-Switch,75
Zone_883,Critical,35.18145677,43.24245486,16413,32826,8206.5,35,88118.34722,22339.17505,327.4799419,MedGlobal,SR Lake Access,Medium,35.30460414,43.57241236,11,2026-04-08,3.772098308,Structural Check,75,2026-06-11,35.24861169,43.48586641,5.717130136,Primary_Maintenance,Primary,90
Zone_884,Critical,35.80560769,42.42694971,19995,39990,9997.5,65,438849.1876,88421.42522,404.1462122,MedGlobal,R-22 Desert Track,Low,36.14616104,42.08136466,12,2026-04-09,5.299712559,Generator Service,89,2026-06-25,35.34298888,41.78745762,4.020188231,Route_Disruption,Primary,47
Zone_885,Moderate,32.80035817,42.41404556,28559,57118,14279.5,186,182424.0461,100416.3591,1302.619699,SolidarityAid,R-17 Mountain Pass,Low,32.98300306,42.73682692,11,2026-04-08,4.051226503,Vehicle Maintenance,48,2026-05-15,33.24482519,42.88700156,4.609927293,Conflict_Risk_Medium,Auto-Switch,69
Zone_886,Critical,34.30778737,47.64470712,34724,69448,17362.0,178,366576.2941,167569.1433,1638.346173,HopeBridge,R-04 Pine Road,Low,34.01614816,47.68500137,10,2026-04-07,8.442054698,Vehicle Maintenance,38,2026-05-05,34.12422584,47.18218085,7.326634362,Conflict_Risk_High,Primary,79
Zone_887,Moderate,32.0466581,45.04152263,17583,35166,8791.5,126,357197.0206,60247.32609,517.9332715,GlobalRelief,R-17 Mountain Pass,Medium,32.00842847,44.76449712,6,2026-04-03,4.804304536,Structural Check,98,2026-07-04,31.75798094,45.31782392,3.471967063,Route_Disruption,Fallback,34
Zone_888,Critical,33.23339432,44.45647243,28513,57026,14256.5,107,454675.3569,49809.59297,705.5115406,ReliefAid Intl,R-31 Eastern Bypass,Medium,33.64374067,44.36361382,5,2026-04-02,7.653694498,Structural Check,34,2026-05-01,33.69276959,44.07074513,6.253066294,Conflict_Risk_Medium,Primary,83
Zone_889,Critical,35.63230858,46.86527149,10021,20042,5010.5,148,118976.431,42501.91468,199.6808737,GlobalRelief,R-09 Hill Corridor,Low,35.45904964,47.35326448,6,2026-04-03,7.827313931,Structural Check,118,2026-07-24,35.82624364,46.26110592,7.266231102,Primary_Maintenance,Fallback,87
Zone_890,Critical,36.95904976,47.01495557,26119,52238,13059.5,158,351789.3197,48631.79696,423.5905351,SolidarityAid,R-09 Hill Corridor,Low,36.95778012,47.29851158,7,2026-04-04,7.434045498,Generator Service,55,2026-05-22,37.51661247,46.98904672,5.953008747,Route_Disruption,Auto-Switch,51
Zone_891,Moderate,32.4958905,43.9931462,23771,47542,11885.5,138,501352.9217,127459.4558,1170.40729,ReliefAid Intl,SR Harbor Link,Low,32.95445583,44.06823256,7,2026-04-04,2.304838566,Vehicle Maintenance,48,2026-05-15,32.67772768,43.53014689,3.133884454,Route_Disruption,Auto-Switch,67
Zone_892,Moderate,34.00747158,46.16170834,34299,68598,17149.5,104,370432.2087,139445.3694,821.6951815,SolidarityAid,SR Ridge Road,Medium,34.24217958,45.77687226,9,2026-04-06,8.160353755,Structural Check,59,2026-05-26,34.3446163,46.48292993,9.898635498,Primary_Maintenance,Auto-Switch,78
Zone_893,Moderate,36.00035484,46.6267369,11582,23164,5791.0,23,247773.653,20685.6769,95.58303713,SolidarityAid,SR Harbor Link,Medium,36.24809523,46.54454848,10,2026-04-07,2.836826654,Generator Service,77,2026-06-13,36.4713791,46.25932908,5.569810371,Conflict_Risk_High,Auto-Switch,30
Zone_894,Severe,33.02017817,45.92790412,18455,36910,9227.5,90,106350.4185,107254.7443,395.2166085,RescueFront,SR Harbor Link,Low,32.77251218,45.69095564,7,2026-04-04,2.22362358,Vehicle Maintenance,45,2026-05-12,32.39681366,45.7073657,8.450040309,Conflict_Risk_High,Auto-Switch,65
Zone_895,Moderate,34.77542475,42.90957045,30517,61034,15258.5,173,596179.1582,109611.7942,1003.744253,MedGlobal,R-17 Mountain Pass,Low,34.69012286,42.48057153,13,2026-04-10,4.693402451,Routine Inspection,100,2026-07-06,35.16189329,43.0039854,5.279525445,Route_Disruption,Primary,57
Zone_896,Critical,35.66535648,47.2552985,18117,36234,9058.5,130,379568.4094,24720.50626,130.2819755,RescueFront,R-22 Desert Track,High,35.24769864,47.29750289,9,2026-04-06,3.265121213,Structural Check,47,2026-05-14,35.82454555,46.95425409,6.325117299,Route_Disruption,Primary,64
Zone_897,Severe,35.07992725,45.23456732,27250,54500,13625.0,69,208090.6208,112655.9832,218.8127327,GlobalRelief,SR Harbor Link,Low,35.18645312,45.62375302,12,2026-04-09,3.197277443,Generator Service,85,2026-06-21,34.47723817,45.06375068,5.719245498,Route_Disruption,Auto-Switch,89
Zone_898,Moderate,32.94012367,43.69483456,23950,47900,11975.0,159,301935.989,54270.56911,456.9797181,GlobalRelief,SR Lake Access,Low,32.54385384,43.87043443,9,2026-04-06,3.870827487,Vehicle Maintenance,50,2026-05-17,32.95213276,44.13670504,5.397774607,Conflict_Risk_Medium,Primary,91
Zone_899,Critical,33.77692284,44.55136911,22359,44718,11179.5,114,163444.1892,112207.9095,370.9955034,MedGlobal,R-17 Mountain Pass,Low,34.11283243,44.3010495,6,2026-04-03,3.614636434,Vehicle Maintenance,60,2026-05-27,33.19236415,44.1022629,3.15295964,Route_Disruption,Primary,75
Zone_900,Critical,35.91895892,42.22542654,28596,57192,14298.0,228,518505.0335,145528.2001,1881.718789,RescueFront,R-22 Desert Track,Medium,36.23351271,42.29901115,4,2026-04-01,6.451170114,Structural Check,30,2026-04-27,36.249285,41.64050877,5.520146565,Conflict_Risk_High,Auto-Switch,90
Zone_901,Critical,34.77113257,42.76720081,30530,61060,15265.0,244,449003.3472,179966.3139,858.163789,GlobalRelief,R-09 Hill Corridor,Medium,34.80473767,43.21043509,13,2026-04-10,3.214052493,Structural Check,32,2026-04-29,34.83623497,42.52690171,9.226429933,Primary_Maintenance,Primary,94
Zone_902,Critical,32.02614807,46.5932805,6262,12524,3131.0,222,104615.8959,21975.53502,604.6596015,RescueFront,SR Coastal Highway,Medium,31.6673141,46.81619556,13,2026-04-10,5.530268984,Vehicle Maintenance,54,2026-05-21,32.66115102,46.48740798,7.83275337,Primary_Maintenance,Auto-Switch,55
Zone_903,Critical,35.8049538,42.00006981,26431,52862,13215.5,111,209590.9405,86555.82644,614.7591973,MedGlobal,SR Lake Access,Low,35.33053278,42.18954371,8,2026-04-05,8.41177255,Generator Service,37,2026-05-04,35.36134332,42.0597928,4.017960014,Primary_Maintenance,Auto-Switch,64
Zone_904,Severe,32.17655677,44.49939497,30519,61038,15259.5,243,251321.4393,145495.61,2136.165695,ReliefAid Intl,R-04 Pine Road,Medium,32.47326544,44.96755314,13,2026-04-10,4.810485736,Routine Inspection,94,2026-06-30,32.32500361,44.32078815,7.138085032,Route_Disruption,Auto-Switch,86
Zone_905,Severe,35.72866891,45.13506109,31778,63556,15889.0,84,153486.0402,52826.26259,266.4603761,SolidarityAid,SR Ridge Road,Low,35.8288094,45.4339344,13,2026-04-10,6.172175207,Vehicle Maintenance,91,2026-06-27,35.3248839,45.54093747,9.24561602,Route_Disruption,Auto-Switch,92
Zone_906,Moderate,33.0124028,42.32780652,34876,69752,17438.0,66,364152.5471,130247.1273,112.6505282,SolidarityAid,R-04 Pine Road,High,33.22333244,41.96443006,6,2026-04-03,8.300915905,Generator Service,36,2026-05-03,33.17209378,41.6828538,7.900238287,Primary_Maintenance,Primary,33
Zone_907,Moderate,36.7903674,47.83846898,12382,24764,6191.0,239,188143.1679,46200.18892,1005.626587,RescueFront,R-22 Desert Track,Medium,36.59417453,47.68610406,11,2026-04-08,2.894653487,Structural Check,36,2026-05-03,37.10207698,47.74294353,4.040790746,Conflict_Risk_Medium,Primary,71
Zone_908,Severe,33.83970376,43.35675199,27615,55230,13807.5,200,584297.453,39969.00143,1545.773284,GlobalRelief,R-31 Eastern Bypass,Medium,33.84918649,43.82189269,13,2026-04-10,4.72094556,Vehicle Maintenance,37,2026-05-04,34.15092982,43.19191027,9.074827477,Conflict_Risk_Medium,Fallback,74
Zone_909,Severe,33.63465808,43.82519232,8327,16654,4163.5,125,144378.0971,25729.7674,744.5268628,RescueFront,R-22 Desert Track,Low,33.88183225,43.81489771,4,2026-04-01,7.526250601,Structural Check,48,2026-05-15,34.07576167,44.0318022,5.110808093,Conflict_Risk_Medium,Fallback,68
Zone_910,Severe,32.74444025,43.82365507,27014,54028,13507.0,218,343291.9256,142267.1777,1820.548591,RescueFront,SR Coastal Highway,Low,32.70700356,43.43529252,5,2026-04-02,8.059986938,Routine Inspection,46,2026-05-13,33.23941057,44.47644183,6.17853301,Conflict_Risk_Medium,Auto-Switch,94
Zone_911,Severe,33.52802108,43.38249997,34768,69536,17384.0,149,801833.6027,183601.7456,1435.81307,HopeBridge,R-09 Hill Corridor,Medium,33.6294053,43.34110485,6,2026-04-03,5.908034377,Structural Check,40,2026-05-07,32.93620149,43.39702554,6.682999318,Conflict_Risk_High,Fallback,51
Zone_912,Severe,36.38325381,42.00884293,33850,67700,16925.0,125,622329.0008,50645.97479,1016.745286,SolidarityAid,SR River Route,Medium,36.67298207,42.20583617,6,2026-04-03,2.932233917,Routine Inspection,78,2026-06-14,36.16382783,42.69047052,8.953546231,Primary_Maintenance,Primary,40
Zone_913,Moderate,36.98167169,46.37606876,23643,47286,11821.5,43,534409.9178,34367.56915,276.6717915,MedGlobal,R-22 Desert Track,Low,36.69689233,46.87361699,11,2026-04-08,7.859565296,Structural Check,40,2026-05-07,37.24364322,46.09921792,9.521252466,Conflict_Risk_High,Primary,66
Zone_914,Severe,33.84154765,47.801073,15020,30040,7510.0,23,218567.4272,34748.43032,125.1217087,RescueFront,R-09 Hill Corridor,High,33.40747654,47.62497832,8,2026-04-05,3.13390268,Structural Check,70,2026-06-06,33.83956845,47.14428838,9.507570145,Route_Disruption,Fallback,80
Zone_915,Severe,34.24305315,43.3457609,22641,45282,11320.5,127,207801.0337,121668.8921,172.7989657,HopeBridge,R-04 Pine Road,High,34.27487667,43.35984777,11,2026-04-08,4.293706014,Routine Inspection,91,2026-06-27,33.80999948,42.87768933,3.055679269,Conflict_Risk_Medium,Fallback,87
Zone_916,Severe,35.61035469,45.97828315,21848,43696,10924.0,38,110475.1489,35929.31839,374.6381168,HopeBridge,R-22 Desert Track,Medium,35.17248046,46.35796386,9,2026-04-06,4.440801855,Structural Check,81,2026-06-17,35.68414809,45.83145799,9.453219399,Conflict_Risk_Medium,Primary,36
Zone_917,Severe,36.4309789,46.45137796,19062,38124,9531.0,173,353060.5888,87684.89526,770.0801078,SolidarityAid,R-22 Desert Track,High,36.6975362,46.30664518,5,2026-04-02,4.907395009,Generator Service,95,2026-07-01,36.30138882,46.19424543,3.380708762,Primary_Maintenance,Fallback,37
Zone_918,Moderate,34.96522167,47.09055227,24678,49356,12339.0,222,158582.3077,37160.8258,526.1519714,SolidarityAid,SR Harbor Link,Low,35.18443312,46.69981383,7,2026-04-04,7.136077804,Structural Check,97,2026-07-03,34.81127526,46.52642806,4.860415598,Conflict_Risk_Medium,Primary,80
Zone_919,Moderate,33.95762849,44.53577518,11774,23548,5887.0,59,118393.4872,48458.12545,413.0224022,SolidarityAid,R-04 Pine Road,Low,34.33934116,44.98471106,12,2026-04-09,7.213938458,Vehicle Maintenance,104,2026-07-10,34.3912837,44.44149933,6.604914983,Primary_Maintenance,Primary,52
